brand,branch_name,address,city,stars,sentiment,clean_text,clean_language,review_length,review_id,review_index,food_quality,order_accuracy,staff_professionalism,speed_of_service,hygiene_cleanliness,facility_equipment,product_availability,no_specific_complaint,is_api_fail
McD,Bandar Puteri Puchong DT,"No. G-6. 1-6 & No. 2-6, Jln Puteri 7/13A, Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",Puchong,1,Negative,Slow af.,en,2,554,5,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['slow af']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Service level is truly going down. Again, another order that takes more than 10 minutes in an empty restaurant to serve. Thats after TWO times asking. The staff’s attitude were just plain lackadaisical and indifferent. Again it reminds me to reconsider McD as the last resort place to eat. Might as well just go without food.",en,56,555,6,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['staff’s attitude were just plain lackadaisical and indifferent']}","{'detected': 1, 'issues': ['order takes more than 10 minutes']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Usually very crowded especially during weekdays lunch and dinner. Waited almost 1 hour to get my food since it was very crowded. Very understaffed and slow delivery. Overall an okay mcD but I would avoid this place if there is a huge crowd.,en,43,556,7,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['waited almost 1 hour to get my food', 'slow delivery']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Though the place is nice in ambience. My items were unavailable during the breakfast. The condiments were out of stock. Couldn't enjoy the food.,en,24,557,8,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['items were unavailable during the breakfast', 'condiments were out of stock']}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,i order for nasi lemak + 2ayam goreng spicy. but i only got 1pcs chicken only. so sad,en,18,558,9,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['only got 1pcs chicken only (ordered 2)']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Americano was so diluted, probably because it was complmentary included in breakfast value meal. Im here for their coffee, kinda bumped.",en,21,559,10,"{'detected': 1, 'issues': ['Americano was so diluted']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"I'm a fan of mekdi chicken Fry. But before that I was a regular at Berjaya Time Squre mekdi. Today I checked this Branch due to near of my home but totally disappointed....
1.  it was evening time no rush,but when wanted to sit  at belcony side there was close section sign for full outside just for 3/4 person.
2. Food serve even we sitted before but FRIES were COOL.
3.looked saveral dust on crumps which used for frying.

Overall,  If anyone trying mekdi firsttime this place make him or her last time to come mekdi.",en,96,560,11,"{'detected': 1, 'issues': ['FRIES were COOL']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['dust on crumps which used for frying']}","{'detected': 1, 'issues': ['balcony side was closed section sign for full outside just for 3/4 person']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"regular for my breakfast take away here. As people are rushing to work in the morning, some of the simple normal daily items need to wait for extra 10-15 minutes. And it's not the first time, fast food take away became non-fast food",en,43,561,12,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['simple normal daily items need to wait for extra 10-15 minutes']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"I buy spicy double cheeseburger with extra patty.
But didnt receive what i get. Happen so frequently.",en,17,562,13,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['didnt receive what i get (spicy double cheeseburger with extra patty)']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"it used to be a nice place . fast . clean . was so happy to eat here for a long time .
But sadly, recently their quality decreased alot .
staffs are so slow . keep bringing the wrong orders / foods  . sometimes they totally miss or forget (?! )the costumer order . Tables and chairs are oily and dirty . Music Plays so loud .
At morning time ( which i belive is a peak hour for business ) they close the Upstairs section while downstaires is so crowded and there is no place to sit . when you complain they ignore you . hope they imrpove their service and it goes back to its golden time .",en,121,563,14,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['keep bringing the wrong orders / foods', 'totally miss or forget the costumer order']}","{'detected': 1, 'issues': ['staffs ignore complaints']}","{'detected': 1, 'issues': ['staffs are so slow']}","{'detected': 1, 'issues': ['tables and chairs are oily and dirty']}","{'detected': 1, 'issues': ['close the Upstairs section while downstaires is so crowded and there is no place to sit']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"On wednesday they have 50% off for mc cafe menus. I have made an order of three drinks but one of it didn't get a 50% off. Moreover, they forgot to put the sugar syrup into my iced latte like I've requested. My evening has ruined and I'm disappointed.",en,49,564,15,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['forgot to put the sugar syrup into my iced latte']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Dont buy mcd when near to closing hour..the fries like stone,en,11,565,16,"{'detected': 1, 'issues': ['the fries like stone']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,The service is very slow. It takes 1 hour to get the food. I don't know why..Not only us but other customers too.Maybe because there are not enough staff??.Hope it can be improved.,en,33,566,17,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['service is very slow', 'takes 1 hour to get the food']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Food is good but takes such a longggg time to wait sometimes upto 15-20 min for a chicken sandwich. Wish they can prioritize time and get it more quick this place wud be amazing,en,34,567,18,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['takes such a longggg time to wait sometimes upto 15-20 min']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Bad services. Always wrongly give food. Sometimes dont have straws, this and that. Very annoying. The only good thing is u guys have one staff in dt, tall slim guy, i think the name is Luqman(from the nametag)Very professional, and the only one who knows how to handle orders.",en,49,568,19,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Always wrongly give food', 'dont have straws']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"If items are out of stock, please update ur system to show ""out of stock"" label so customers wont order it, instead of replacing customers order with unwanted items. Especially the mcdelivery app. It happen so often already and its so annoying.

The staffs are okay, they are doing great. im talking about the mcd's system alright.",en,57,569,20,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['replacing customers order with unwanted items']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['items are out of stock']}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Drive tru but too slow. Need to que not because many cars but because service way too slow then need to wait some more after order. KFC has better service for drive thru,en,33,570,21,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Drive tru but too slow', 'service way too slow']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Everytime coming to this outlet, food quality and service decreasing. Staffing look enough but speed of service really slow and food quality is low. Twice my food being prepared wrongly. Not gonna come to dine here again. Khalas",en,38,571,22,"{'detected': 1, 'issues': ['food quality is low']}","{'detected': 1, 'issues': ['food being prepared wrongly']}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['speed of service really slow']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Order big breakfast drive thru. Theres no hash brown?,en,9,572,23,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['no hash brown']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,This McDonald's branch is getting worse. Service time is sluggish. Drive through queue is mental. Food prepared chaotically. Don't visit this branch if you are not willing to wait more than 30 minutes.,en,33,573,24,"{'detected': 1, 'issues': ['Food prepared chaotically']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Service time is sluggish', 'Drive through queue is mental', 'wait more than 30 minutes']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Self ordering was nice, but lacks of proper instructions on how to use the QR payment and where the qr scanner is, especially for first timer.

Pickup counter screen calls number without getting the meal ready. Wait another 5 - 10min, then worker call by mouth.

Useless numbering screen system.",en,50,574,25,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Pickup counter screen calls number without getting the meal ready. Wait another 5 - 10min']}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['lacks of proper instructions on how to use the QR payment and where the qr scanner is', 'Useless numbering screen system']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Bandar Puteri Puchong DT,"No. G-6. 1-6 & No. 2-6, Jln Puteri 7/13A, Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",Puchong,1,Negative,mahal,ms,1,575,26,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 1},False
McD,Bandar Puteri Puchong DT,"No. G-6. 1-6 & No. 2-6, Jln Puteri 7/13A, Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",Puchong,1,Negative,差,zh,1,576,27,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 1},False
McD,Bandar Puteri Puchong DT,"No. G-6. 1-6 & No. 2-6, Jln Puteri 7/13A, Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",Puchong,1,Negative,烂,zh,1,577,28,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 1},False
McD,Bandar Puteri Puchong DT,"No. G-6. 1-6 & No. 2-6, Jln Puteri 7/13A, Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",Puchong,1,Negative,太少位子~,zh,5,578,29,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['too few seats']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Bandar Puteri Puchong DT,"No. G-6. 1-6 & No. 2-6, Jln Puteri 7/13A, Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",Puchong,1,Negative,我没有收到我的grab food burger 鱼的 请退款！,zh,27,579,30,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['did not receive my Grab Food fish burger']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Overall, service is okay. However it would be better if the branch provides a notice when the ice cream machine is not functional. ( Notice stand around CIMB would be nice ). So customers don't have to waste time queuing for nothing.",en,42,580,31,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['ice cream machine is not functional']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Drive thru is fast because no car in front of me, however, the size of the fried chicken are so small, this was my second time of visiting. I will rather go to other branch.",en,35,581,32,"{'detected': 1, 'issues': ['the size of the fried chicken are so small']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"The. Line. Is. Too. Long. ; they had to loop it around McD many times. And parking is really scarce on workdays. Better come here carpooled. Just in case, the nearest McD in Putrajaya across the lake, better probability to get grub via drive thru here.  If you really hungry and drives alone on workdays, better come early or come after rush hour. It is okay times other than that.",en,70,582,33,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['The. Line. Is. Too. Long.']}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['parking is really scarce']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Place is nice and new but service is horribly slow. Waited over 30 minutes for my order of chicken nuggets. Fast Food this most certainly is not... Very disappointing. Will not return.,en,32,583,34,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['service is horribly slow', 'Waited over 30 minutes for my order']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"What can I say about mcd customer service these days. Same food, bad service and they not willing to help old people to use the order kiosk as an old couple ask for help and they just said order at kiosk and walked off but another customer helped them.",en,49,584,35,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['not willing to help old people to use the order kiosk', 'they just said order at kiosk and walked off']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"everytime i go there , happy meal toys always no stock, not updated...this area Must do fast service on drive thru..its will cause jammed on main road..",en,27,585,36,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Must do fast service on drive thru']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['happy meal toys always no stock']}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Went for dine in and i had waiting more than 30 minutes, when i go to the counter asked what happened my order still not processed… i know u guys have 2 branches now in cyber, but don’t lower ur quality of service laah..",en,44,586,37,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['waiting more than 30 minutes', 'my order still not processed']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Sit at ground floor table very noisy from counter staffs.. Sit on first floor the staff door opens and closes very annoying me.. Haiz..,en,24,587,38,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['very noisy from counter staffs']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['staff door opens and closes very annoying']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Always gets my order wrong.
Walk in, delivery and pick up all same.
Even after complaining so much, they compensate me with replacement, still got it wrong. Unbelievable!!",en,28,588,39,"{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Always gets my order wrong', 'replacement still got it wrong']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,We were here after a marathon and had our breakfast. Plenty of parking here. Staff are friendly and we don't expect much from any MCD branches.,en,26,589,40,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 1},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"For some reason they decided to wash their floor during business hours with soap, very dangerous, cleaning should have done before business hour.",en,23,590,41,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['wash their floor during business hours with soap, very dangerous']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Service not so nice.
If drive through very long",en,9,591,42,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['drive through very long']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Need cleaning  and they need  to keep the flys and  insects  outside, and they need  a better menu",en,18,592,43,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Need cleaning', 'need to keep the flys and insects outside']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Over crowded...worst parking....poor service rude staff at the pickup food counter..the fat guy very rude,en,15,593,44,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['rude staff at the pickup food counter']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['worst parking']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"Slow service, drive thru is not 24 hours (closes at 12), not well kept",en,14,594,45,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Slow service']}","{'detected': 1, 'issues': ['not well kept']}","{'detected': 1, 'issues': ['drive thru is not 24 hours (closes at 12)']}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,When fast food are not fast anymore. Waited more than half hour during the peak hour.,en,16,595,46,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Waited more than half hour']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Long queues. If they did delivery this would help significantly. It's a pain to get served here.,en,17,596,47,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Long queues', 'pain to get served']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,"The only one in Cyber with drive thru, another drive thru would be at Putrajaya",en,15,597,48,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 1},False
McD,Cyberjaya DT,"Prima 5B, Prima Avenue 1, Jalan Teknorat 5, Cyber 5 , Cyberjaya,, Selangor, 63000 Selangor, Malaysia",Cyberjaya,2,Negative,Full of oily smoke inside. I get oily smell after staying for a while.,en,14,598,49,"{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}","{'detected': 1, 'issues': ['Full of oily smoke inside', 'oily smell']}","{'detected': 0, 'issues': []}","{'detected': 0, 'issues': []}",{'detected': 0},False
